city,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester ,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Worcester ,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Belpre,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED BAY,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Red Bluff,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Bluff,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallahassee,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N
Brooklyn,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Geneva,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Red Lodge,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Virginia Beach,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Red Oak,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Wichita Falls,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow,N,Y,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Baton Rouge,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Baton Rouge,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y
Baton Rouge,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y
Baton Rouge,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Taos Pueblo,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Wing,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Redding,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redford,Y,N,N,N,Y,-,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Homestead,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y
Homestead,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y
Redlands,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
Redlands,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
Redmond,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redondo Beach,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N
Redway,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redwood City,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N
Santa Rosa,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redwood Valley,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reedley,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reedsburg,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
Rehoboth,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rehoboth Beach,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N
Reidsville,Y,Y,Y,N,Y,-,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Reisterstown,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remington,N,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Fauquier,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langdon,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kutztown,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylkill Haven,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hutchinson,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Reno,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Greenbush,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rensselaer,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Renton,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N
Belfast,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozark,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reston ,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N
Revere,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
Rexburg,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N
Reynoldsburg ,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Reynoldsville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHINEBECK,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N
RHINEBECK,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N
Washington,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N
Rice Lake,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Riceville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardson,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N
Richfield ,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N
Richfield,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N
Richfield Springs,Y,Y,N,Y,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y
Richford,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Richland Center,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N
Richland Center ,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
Columbia,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Olney,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
Richlands,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Richmond,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y
Richmond,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N
Richmond ,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Richmond,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome,N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Ridgefield,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evanston,Y,N,N,N,Y,-,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Ridgeway,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Fort Worth,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgway,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rifle,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orangeburg,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Denmark,Y,Y,N,Y,Y,-,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Pierre,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucson,Y,N,Y,Y,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N
Rindge,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Marietta,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Dell,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Rancho,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doniphan,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripley,N,N,N,N,Y,-,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
Rising Sun,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rison,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Harrisville,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Philadelphia,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N
Canton,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marietta,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah ,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Council Bluffs,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Bluffs,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wausau,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Falls,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Clarksville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria ,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
La Place,Y,N,N,N,N,-,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Petersburg ,Y,N,N,N,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y
River Vale,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Hardin,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Riverbank,N,Y,Y,Y,N,-,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Hoover,N,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Bronx,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Riverdale,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale Park,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N
Bronx,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Wilmington,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y
Burlington,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverhead,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N
Riverside,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N
Riverside,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N
Michigan City,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenner,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y
Jersey City,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Carrollton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N
Milton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N
Milwaukee,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Phoenix ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
Roanoke,Y,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N
Roanoke Rapids,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbinsville,N,Y,Y,Y,N,-,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y
Cincinnati,Y,Y,N,N,Y,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Bronx,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
 Sprigfield,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Lumberton,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Robison,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
pembroke,N,N,N,Y,N,-,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Oregon,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochelle,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y
Rochester,N,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Rochester,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N
Rochester ,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
Rochester ,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y
Rochester,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Rochester,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janesville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bassett ,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Rock falls,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Hill ,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N
Rock Rapids,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Springs,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockaway Beach,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N
Brodhead,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renfro Valley,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
Rockford,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N
Rockford ,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N
Bozeman,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reidsville,Y,N,Y,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Rockingham,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Rockland,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
